,Name,Continent,Country,Min_Altitude,Max_Altitude,Total_ski_routes,Easy,Intermediate,Difficult,Aditional_Routes,Lifts,Adults,Current_season_start,Current_season_finish,General_season_start,General_season_finish,Opening_time,Closing_time
326,Oeschinensee   Kandersteg,Europe, Switzerland,1200,1680,12.0,5.8,6.2,0.0,,5.0,41.0, 2021-12-18,2022-03-20, mid December,early March, 09:00,17:00
327,Szklarska Poręba   Szrenica,Europe, Poland,707,1362,12.0,3.3,6.7,2.0,,8.0,25.0, 2021-12-04,2022-04-03, early December,late March, 08:30,16:00
328,Klövsjö/Storhogna,Europe, Sweeden,448,875,19.0,13.0,3.0,3.0,,14.0,53.0, 2021-11-27,2022-04-18, early November,late March, 09:00,16:00
329,Kasprowy Wierch   Zakopane,Europe, Poland,1014,1987,15.0,3.5,11.5,0.0,,4.0,28.0, 2021-12-18,2022-05-01, early December,late March, 09:00,16:00
330,Kellerjoch   Schwaz,Europe, Austria,1352,1887,14.0,9.5,2.4,2.1,1.0,3.0,34.0, 2021-12-18,2022-03-27, depending on snow conditions,late March, 09:00,16:00
331,Szymoszkowa,Europe, Poland,865,1126,4.0,2.0,2.0,0.0,,2.0,25.0, 2021-12-11,2022-04-03, early December,depending on snow conditions, 09:00,20:00
332,Pescasseroli,Europe, Italia,1235,1820,8.5,3.2,3.4,1.9,,5.0,28.0, 2021-12-11,2022-04-03, mid December,early April, 09:00,17:00
333,Klippitztörl,Europe, Austria,1460,1818,28.0,18.0,10.0,0.0,1.0,6.0,37.0, 2021-12-11,2022-04-18, early December,early April, 09:00,16:00
334,Planneralm   Donnersbach,Europe, Austria,1600,2000,15.0,2.0,11.0,2.0,3.0,5.0,44.0, 2021-12-04,2022-04-18, early December,early April, 09:00,16:00
335,Bivio,Europe, Switzerland,1769,2560,30.0,13.0,13.0,4.0,,4.0,40.0, 2021-12-18,2022-04-18, mid December,late March, 09:00,16:00
336,Śnieżka   Karpacz,Europe, Poland,820,1350,5.8,2.6,1.7,1.5,,6.0,22.0, 2021-12-04,2022-04-18, early December,mid March, 08:30,17:00
337,Bödele   Schwarzenberg,Europe, Austria,700,1467,25.0,9.0,12.0,4.0,5.6,12.0,35.7, 2021-12-04,2022-04-03, early December,mid March, 08:30,16:00
338,Ötscher   Lackenhof (Gaming),Europe, Austria,812,1426,15.5,5.3,6.6,3.6,,8.0,40.0,,, early December,late March, 08:00,16:00
339,Schattwald/Zöblen,Europe, Austria,1090,1565,10.3,4.5,3.7,2.1,,4.0,42.0, 2021-12-11,2022-03-20, early December,early April, 08:30,16:00
340,Unternberg (Ruhpolding),Europe, Deutschland,710,1417,2.5,1.5,1.0,0.0,3.6,4.0,24.0, 2021-12-18,2022-03-20, mid December,late March, 09:00,16:00
341,SnowWorld Zoetermeer,Europe, Netherlands,15,80,0.6,0.3,0.3,0.0,,6.0,48.5, Year-round__,, Year-round__,depending on snow conditions, 09:00,23:00
342,Todtnauberg,Europe, Deutschland,1000,1400,13.0,0.0,13.0,0.0,9.3,5.0,32.0, 2021-12-18,2022-03-27, mid December,late March, 09:00,16:30
343,Gresse en Vercors,Europe, France,1245,1751,20.0,8.0,7.0,5.0,,10.0,20.3, 2021-12-17,2022-03-27, mid December,mid March, 09:00,16:30
344,Hochrindl   Sirnitz,Europe, Austria,1540,1886,20.6,5.4,11.4,3.8,,7.0,36.0, 2021-12-18,2022-03-20, early December,late March, 09:00,16:00
345,Serles   Mieders,Europe, Austria,960,1674,5.7,2.2,3.5,0.0,,4.0,35.5, 2021-12-18,2022-03-20, mid December,late March, 09:00,16:30
346,Paseky nad Jizerou,Europe, Czech_Republic,620,860,10.3,6.5,3.8,0.0,,4.0,20.0, 2021-12-18,2022-03-20, early December,late March, 08:00,16:30
347,Hauereck   St. Kathrein am Hauenstein,Europe, Austria,1000,1305,5.0,2.0,2.0,1.0,,3.0,31.5, 2021-12-18,2022-03-20, early December,mid March, 09:00,16:00
348,Sappada,Europe, Italia,1223,2000,15.0,7.0,8.0,0.0,,10.0,39.5, 2021-12-04,2022-04-18, mid December,late March, 09:00,16:00
349,Galsterberg   Pruggern,Europe, Austria,1000,1976,12.0,4.0,7.0,1.0,2.0,4.0,50.5, 2021-12-08,2022-03-27, depending on snow conditions,early March, 08:30,16:15
350,Fuentes de Invierno,Europe, España,1487,1950,8.8,4.2,3.3,1.3,,4.0,27.0, 2021-12-04,2022-04-03, early December,late March, 09:00,16:45
351,Minschuns   Val Müstair Tschierv,Europe, Switzerland,2117,2700,25.0,17.0,5.0,3.0,,4.0,37.0, 2021-12-18,2022-03-20, mid December,mid March, 09:15,16:10
352,Vigiljoch (Monte San Vigilio)   Lana,Europe, Italia,1486,1814,3.4,1.4,2.0,0.0,,4.0,16.0, 2021-12-25,2022-03-06, depending on snow conditions,, 09:00,17:00Limited opening times during the week
353,Silberberg   Bodenmais,Europe, Deutschland,750,955,2.0,2.0,0.0,0.0,,2.0,20.0, 2021-12-18,2022-03-20, late December,, 09:00,16:00
354,Altastenberg,Europe, Deutschland,600,800,10.9,4.1,2.7,4.1,1.0,7.0,26.0, 2021-12-18,2022-03-13, mid December,, 09:00,16:30
355,Kirchdorf,Europe, Deutschland,640,780,5.0,5.0,0.0,0.0,,3.0,29.5, 2021-12-11,2022-03-20, mid December,, 10:00,16:00
356,Lac Blanc,Europe, Romania,868,1211,14.0,8.0,5.0,1.0,,9.0,25.5, 2021-12-11,2022-03-27, early December,, 09:00,16:45
357,Krinnenalpe   Nesselwängle,Europe, Austria,1150,1671,13.0,5.0,7.0,1.0,2.0,5.0,41.0, 2021-12-18,2022-03-20, mid December,, 09:10,16:20
358,Jaworzyna Krynicka,Europe, Poland,644,1114,8.4,0.9,6.5,1.0,,8.0,24.0, 2021-12-11,2022-03-27, early December,, 09:00,18:00
359,Pec pod Sněžkou,Europe, Czech_Republic,830,1215,13.0,5.1,7.4,0.5,,12.0,31.0, 2021-12-11,2022-04-03, early December,, 08:30,16:00
360,Pilsko   Korbielów,Europe, Poland,750,1557,8.0,2.0,5.0,1.0,,11.0,25.0, 2021-12-11,2022-03-27, early December,, 09:00,16:00
361,Zahmer Kaiser   Walchsee,Europe, Austria,600,1200,13.0,11.0,2.0,0.0,,3.0,28.0, 2021-12-18,2022-03-13, mid December,, 09:00,16:00
362,Kubínska hoľa,Europe, Slovakia,720,1396,14.0,2.0,10.0,2.0,,10.0,30.0, 2021-12-11,2022-04-03, mid December,, 08:30,15:30
363,Forsteralm   Waidhofen an der Ybbs,Europe, Austria,720,1078,16.0,10.0,4.0,2.0,,7.0,30.0, 2021-12-18,2022-03-13, depending on snow conditions,, 09:00,16:00
364,Fageralm   Forstau,Europe, Austria,930,1885,15.0,7.0,8.0,0.0,2.4,7.0,51.5, 2021-12-24,2022-04-18, late December,, 08:15,16:00
365,Ještěd   Liberec,Europe, Czech_Republic,540,1000,9.2,2.5,5.9,0.8,,9.0,27.0, 2021-12-04,2022-04-03, mid December,, 08:30,16:00
366,Annaberg,Europe, Czech_Republic,896,1300,12.5,8.0,2.5,2.0,,5.0,38.0, 2021-12-08,2022-03-27, mid December,, 09:00,16:00
367,Grimmialp,Europe, Switzerland,1230,1890,10.0,4.0,4.0,2.0,1.0,3.0,36.0, 2021-12-18,2022-03-20, mid December,, 09:00,16:15
368,Kranzberg   Mittenwald,Europe, Deutschland,980,1350,15.0,6.0,7.0,2.0,2.0,8.0,30.5, 2021-12-18,2022-03-20, mid December,, 09:00,16:30
369,Krippenstein   Obertraun,Europe, Austria,609,2109,12.0,3.0,9.0,0.0,30.0,7.0,44.5, 2021-12-24,2022-04-03, late December,, 08:30,16:00
370,Burglift   Stans,Europe, Austria,560,690,0.5,0.5,0.0,0.0,,2.0,21.0, 2021-12-25,2022-03-13, depending on snow conditions,, 09:30,16:00
371,Sternstein   Bad Leonfelden,Europe, Austria,814,1102,5.0,1.0,4.0,0.0,,2.0,36.0, 2021-12-18,2022-03-20, early December,, 08:30,16:15
372,Heutal   Unken,Europe, Austria,970,1531,11.0,6.0,5.0,0.0,2.5,4.0,29.0, 2021-12-18,2022-03-06, mid December,, 09:00,16:00
373,Hawrań   Jurgów,Europe, Poland,830,1046,4.6,1.3,2.3,1.0,,6.0,25.0, 2021-12-04,2022-04-03, early December,, 09:00,22:00
374,Hirnkopf   Flattnitz (Glödnitz),Europe, Austria,1400,1840,12.0,7.0,2.0,3.0,,4.0,32.0, 2021-12-18,2022-03-20, early December,, 09:00,16:00
375,Mörlialp   Giswil,Europe, Switzerland,1350,1850,14.0,5.0,6.0,3.0,,6.0,39.0, 2021-12-18,2022-03-20, early December,, 09:00,16:00
376,Grüntenlifte   Kranzegg (Rettenberg),Europe, Deutschland,900,1700,16.8,2.1,14.7,0.0,1.5,8.0,32.0,,, mid December,, 08:30,16:00
377,Heidbodme   Saas Almagell,Europe, Switzerland,1672,2400,12.0,4.0,8.0,0.0,,7.0,69.0, 2021-12-18,2022-04-18, mid December,, 09:00,16:00
378,Weinebene   Frantschach Sankt Gertraud,Europe, Austria,1580,1886,22.0,8.0,12.0,2.0,,8.0,31.0, 2021-12-11,2022-03-27, late December,, 09:00,16:00
379,Engstligenalp   Adelboden,Europe, Switzerland,1964,2362,17.0,7.0,6.0,4.0,,6.0,48.0, 2021-11-27,2022-05-01, mid December,, 09:00,16:30
380,Monte Terminillo,Europe, Italia,1506,1868,9.4,2.0,6.0,1.4,,4.0,28.0, 2021-12-11,2022-04-03, mid December,, 09:00,16:30
381,Naggler Alm   Techendorf (Weissensee),Europe, Austria,930,1324,6.0,3.5,2.5,0.0,,5.0,37.5, 2021-12-18,2022-03-06, mid December,, 09:00,16:15
382,Wolzenalp   Krummenau,Europe, Switzerland,740,1500,12.0,0.0,9.0,3.0,2.0,5.0,33.0, 2021-12-18,2022-03-20, depending on snow conditions,, 08:30,16:15
383,Kope,Europe, Slovenia,1010,1542,8.0,2.8,3.6,1.6,,7.0,31.0, 2021-12-11,2022-04-03, early December,, 09:00,16:00
384,Rogla,Europe, Slovenia,1050,1517,12.0,2.0,8.5,1.5,,13.0,35.0, 2021-12-11,2022-04-03, early December,, 09:00,16:00
385,Świeradów Zdrój,Europe, Poland,620,1060,2.5,0.8,1.7,0.0,,2.0,28.0, 2021-12-11,2022-03-27, early December,, 09:00,16:00
386,Wurmberg   Braunlage,Europe, Deutschland,565,970,11.8,10.0,1.3,0.5,0.8,7.0,36.0, 2021-12-11,2022-03-27, mid December,, 08:45,16:30
387,Hempelsberg/Geiersberg   Oberwarmensteinach,Europe, Deutschland,650,770,2.0,1.3,0.7,0.0,,2.0,20.0, 2021-12-25,2022-03-13, early December,, 09:00,22:00
388,Čertova hora   Harrachov,Europe, Czech_Republic,650,1020,8.0,3.7,3.0,1.3,,5.0,27.0, 2021-11-27,2022-04-03, early December,, 09:00,16:00
389,Martinské Hole,Europe, Slovakia,1150,1456,5.0,2.0,3.0,0.0,2.0,6.0,34.0, 2021-12-11,2022-04-03, early December,, 09:00,16:00
390,Kerenzerberg   Filzbach,Europe, Switzerland,746,1283,7.0,1.0,6.0,0.0,,2.0,32.0, 2021-12-18,2022-03-20, mid December,, 09:00,16:00
391,Bocksberg   Hahnenklee,Europe, Deutschland,560,726,4.3,1.9,1.8,0.6,,4.0,28.9, 2021-12-25,2022-03-13, depending on snow conditions,, 09:00,16:30
392,Katzenkopf   Leutasch,Europe, Austria,1140,1363,8.0,3.0,3.0,2.0,,3.0,32.0,,, mid December,, 09:00,16:00
393,Götschen   Bischofswiesen,Europe, Deutschland,880,1307,8.7,2.9,1.8,4.0,,3.0,26.0, 2021-12-04,2022-04-03, mid December,, 09:00,16:00
394,Jochgrimm (Passo Oclini),Europe, Italia,1850,2250,7.0,4.0,2.0,1.0,,4.0,19.0, 2021-12-03,2022-04-18, early December,, 08:30,16:30
395,Chastreix   Puy de Sancy,Europe, France,1350,1730,16.0,10.0,4.0,2.0,,7.0,22.3, 2021-12-11,2022-03-27, early December,, 09:00,17:00
396,Kåbdalis,Europe, Sweeden,360,570,9.0,4.0,3.0,2.0,4.0,4.0,34.0, 2021-10-16,2022-05-01, early November,, 09:00,16:00
397,Harenda,Europe, Poland,787,997,4.0,2.1,1.0,0.9,,4.0,25.0, 2021-12-04,2022-04-03, early December,, 09:00,21:00
398,Unterberg   Pernitz,Europe, Austria,710,1342,16.0,11.0,5.0,0.0,,4.0,33.0, 2021-12-11,2022-03-20, depending on snow conditions,, 09:00,15:45
399,Niederalpl   Mürzsteg (Neuberg an der Mürz),Europe, Austria,1220,1460,12.0,4.0,8.0,0.0,1.0,5.0,36.0, 2021-12-11,2022-03-27, early December,, 09:00,16:00
400,Les Rasses   Sainte Croix,Europe, Switzerland,1150,1580,20.0,10.0,10.0,0.0,,9.0,30.0, 2021-12-11,2022-03-20, mid December,, 09:00,16:30
401,Zinkenlifte   Dürrnberg (Hallein),Europe, Austria,837,1330,8.0,2.0,5.5,0.5,,4.0,28.2, 2021-12-18,2022-03-20, depending on snow conditions,, 09:00,16:00
402,Špičák,Europe, Czech_Republic,854,1202,8.0,3.5,3.6,0.9,,11.0,27.0, 2021-12-11,2022-03-20, depending on snow conditions,, 08:30,16:00
403,Hochhäderich   Hittisau,Europe, Austria,1250,1600,10.5,3.5,5.0,2.0,,5.0,34.5, 2021-12-08,2022-04-03, early December,, 09:00,16:00
404,Ventron,Europe, France,830,1110,10.0,5.0,4.0,1.0,,9.0,23.0, 2021-12-11,2022-04-03, mid December,, 09:00,17:00
405,Golte,Europe, Slovenia,1150,1570,8.5,2.9,4.9,0.7,1.5,6.0,31.0, 2021-12-11,2022-04-03, early December,, 09:00,16:00
406,Königsberg   Hollenstein an der Ybbs,Europe, Austria,715,1078,14.0,7.0,5.0,2.0,,6.0,27.0, 2021-12-08,2022-03-20, mid December,, 09:00,16:00
407,Palenica   Szczawnica,Europe, Poland,456,720,3.7,2.2,1.5,0.0,,4.0,21.0, 2021-12-11,2022-04-03, mid December,, 09:00,16:00
408,Hohenbogen   Neukirchen bei Hl. Blut,Europe, Deutschland,657,1050,6.0,2.0,3.0,1.0,,3.0,25.0, 2021-12-18,2022-03-13, mid December,, 09:00,16:15
409,Sonntag Stein,Europe, Austria,1300,1750,7.0,4.0,3.0,0.0,1.5,2.0,38.0, 2021-12-18,2022-03-20, depending on snow conditions,, 09:00,16:00
410,Elfer   Neustift,Europe, Austria,981,2080,2.5,0.0,2.5,0.0,3.5,3.0,33.0, 2021-12-18,2022-03-27, mid December,, 09:00,16:30
411,Salzstiegl   Hirschegg,Europe, Austria,1320,1710,12.0,6.0,4.0,2.0,,7.0,36.0, 2021-12-11,2022-03-20, early December,, 09:00,16:00
412,Faschina (Fontanella),Europe, Austria,1450,1980,6.8,5.5,1.3,0.0,3.5,7.0,41.5,,, early December,, 09:00,15:00
413,Kötschach Mauthen   Vorhegg,Europe, Austria,710,1300,6.0,4.0,2.0,0.0,,4.0,33.0, 2021-12-18,2022-03-13, mid December,, 09:00,16:00
414,Hohentauern,Europe, Austria,1230,1700,11.0,3.0,7.0,1.0,,5.0,38.0, 2021-12-11,2022-03-20, mid December,, 09:15,16:00
415,Cordon,Europe, France,1050,1600,11.0,4.0,7.0,0.0,,7.0,19.8, 2021-12-17,2022-03-19, mid December,, 09:00,16:45
416,Kreuzberg   Bischofsheim an der Rhön,Europe, Deutschland,610,928,13.0,5.0,8.0,0.0,,4.0,17.0, 2021-12-25,2022-03-13, mid December,, 09:00,17:00
417,La Molina/Masella ,Europe, España,1616,2531,141.0,76.0,47.0,18.0,,28.0,48.0, 2021-11-27,2022-04-18, late November,late April, 09:00,16:00
418,Pleta del Prat   Tavascan,Europe, España,1712,2197,5.0,1.0,4.0,0.0,,2.0,22.0,,,,, 09:00,16:00
419,Vall de Núria,Europe, España,1964,2260,7.6,4.1,2.5,1.0,,5.0,31.0,,,,,,
420,San Isidro Zona Salencias,Europe, España,1502,1670,6.5,2.9,3.6,0.0,,4.0,30.0,,,,,,
421,Madrid Snow Zone,Europe, España,667,705,0.3,0.2,0.1,0.0,,3.0,39.0,,, Year-round__,, 09:00,22:00
422,Vail,America, United States,2457,3433,234.0,57.0,84.0,93.0,,25.0,219.0, 2021-11-19,2022-04-24, mid November,mid April, 08:30,16:00
423,Telluride,America, United States,2659,3815,88.2,6.7,51.7,29.8,11.9,16.0,169.0, 2021-11-25,2022-04-17, mid November,mid April, 09:00,16:00
424,Beaver Creek,America, United States,2255,3488,150.0,28.5,64.5,57.0,25.0,18.0,218.0, 2021-11-24,2022-04-18, mid November,mid April, 09:00,15:30
425,Snowmass,America, United States,2473,3813,237.0,12.0,114.0,111.0,,16.0,199.0, 2021-11-25,2022-04-17, late November,mid April, 08:30,15:30
426,Mammoth Mountain,America, United States,2424,3369,89.8,18.4,48.5,22.9,100.0,25.0,209.0, 2021-11-12,2022-05-29, early November,early June, 08:30,16:00
427,Breckenridge,America, United States,2926,3914,153.0,28.0,60.0,65.0,,24.0,199.0, 2021-11-12,2022-05-29, early November,mid April, 08:30,16:00
428,Keystone,America, United States,2835,3651,135.0,25.0,65.0,45.0,100.0,13.0,176.0, 2021-10-30,2022-04-18, early November,mid April, 09:00,16:00
429,Palisades Tahoe,America, United States,1890,2745,100.0,25.0,45.0,30.0,50.0,24.0,209.0, 2021-11-25,2022-05-15, mid November,late May, 09:00,16:00
430,Killington,America, United States,355,1293,117.0,19.9,46.7,50.2,,19.0,165.0, 2021-11-19,2022-05-29, late October,late May, 09:00,16:00
431,Sunday River,America, United States,250,957,84.8,25.5,30.5,28.8,,16.0,119.0, 2021-11-20,2022-04-24, early November,late April, 08:30,16:00
432,Winter Park Resort,America, United States,2743,3676,143.0,11.0,53.0,79.0,,22.0,164.0, 2021-11-20,2022-04-24, mid November,late April, 09:00,16:00
433,Stowe,America, United States,390,1116,70.0,20.0,42.0,8.0,,10.0,149.0, 2021-11-25,2022-04-18, late November,early April, 08:00,16:00Limited opening times during the week
434,"Heavenly', 'of Heavenly",America, United States,2001,3060,94.0,18.0,42.0,34.0,40.0,24.0,164.0, 2021-11-19,2022-04-24, mid November,mid April, 09:00,16:00
435,Park City,America, United States,2080,3049,250.0,27.0,152.0,71.0,,39.0,133.0, 2021-11-19,2022-04-18, mid November,early April, 09:00,16:00
436,Steamboat,America, United States,2103,3221,165.0,25.0,95.0,45.0,,17.0,199.0, 2021-12-03,2022-04-18, late November,mid April, 08:30,16:00
437,Big Sky Resort,America, United States,2072,3398,250.0,55.0,69.0,126.0,100.0,31.0,194.0, 2021-11-25,2022-04-24, late November,mid April, 09:00,16:00
438,Aspen Highlands,America, United States,2451,3559,135.0,24.3,40.5,70.2,,5.0,199.0, 2021-12-11,2022-04-10, mid December,mid April, 09:00,15:30
439,Alpine Meadows,America, United States,2083,2632,100.0,25.0,40.0,35.0,50.0,11.0,209.0, 2021-11-20,2022-05-08, mid November,mid May, 09:00,16:00
440,Copper Mountain,America, United States,2926,3767,126.0,30.0,40.0,56.0,,19.0,189.0, 2021-11-13,2022-04-24, early November,late April, 08:30,16:00
441,[],America, United States,2560,3215,116.0,29.0,46.4,40.6,,8.0,125.0, 2021-11-20,2022-04-24, late November,mid April, 09:15,16:30
442,Buttermilk Mountain,America, United States,2399,3018,34.0,11.9,13.3,8.8,,5.0,199.0, 2021-12-11,2022-04-03, early December,early April, 09:00,15:30
443,Jackson Hole,America, United States,1924,3185,116.0,16.0,50.0,50.0,,13.0,182.0, 2021-11-25,2022-04-18, early December,early April, 09:00,16:00
444,Crested Butte,America, United States,2774,3620,121.0,31.4,69.0,20.6,,12.0,151.0,,, late November,early April, 09:00,16:00
445,Powder Mountain,America, United States,2101,2712,135.0,30.0,50.0,55.0,,9.0,99.0, 2021-12-11,2022-04-18, depending on snow conditions,early April, 09:00,21:00
446,Northstar California Resort,America, United States,1929,2624,97.0,25.0,45.0,27.0,100.0,14.0,170.0, 2021-11-20,2022-04-24, mid November,mid April, 09:00,16:00
447,Whiteface   Lake Placid,America, United States,371,1340,37.0,12.8,15.9,8.3,,9.0,115.0, 2021-12-03,2022-04-17, late November,mid April, 08:30,16:00Limited opening times during the week
448,Mt. Bachelor,America, United States,1737,2763,100.0,15.0,25.0,60.0,25.0,12.0,169.0, 2021-11-20,2022-05-29, late November,late May, 09:00,16:00
449,Snowbird,America, United States,2365,3353,103.0,27.0,38.0,38.0,,11.0,165.0, 2021-11-20,2022-05-29, mid November,mid May, 09:00,16:00
450,Bald Mountain   Sun Valley,America, United States,1752,2788,92.0,35.0,40.0,17.0,,13.0,165.0,,,,early April,,
451,Schweitzer Mountain Resort,America, United States,1206,1950,95.0,20.0,40.0,35.0,,9.0,95.0, 2021-11-20,2022-04-18, late November,early June, 09:00,16:00
452,Arapahoe Basin,America, United States,3286,3790,105.0,40.0,25.0,40.0,,7.0,158.0, 2021-10-30,2022-06-05, late October,late April, 09:00,16:00
453,Mt. Hood Meadows,America, United States,1378,2225,90.0,13.5,45.0,31.5,,11.0,129.0, 2021-11-20,2022-05-01, mid November,early April, 09:00,21:00
454,Stratton,America, United States,600,1181,92.0,60.0,20.0,12.0,,11.0,125.0,,, mid November,mid April, 09:00,16:00
455,Wenatchee   Mission Ridge,America, United States,1392,2078,100.0,10.0,60.0,30.0,,4.0,74.0,,, late November,early April, 09:00,16:00
456,Taos,America, United States,2805,3795,113.0,27.0,28.0,58.0,,14.0,128.0, 2021-12-03,2022-04-18, late November,mid April, 09:00,16:00
457,Aspen Mountain,America, United States,2422,3418,103.0,0.0,49.0,54.0,,8.0,199.0, 2021-11-25,2022-04-17, late November,mid April, 09:00,15:30
458,Sierra at Tahoe,America, United States,2024,2698,46.5,12.0,23.0,11.5,,10.0,115.0, 2021-11-24,2022-04-18, early December,mid April, 08:30,16:00Limited opening times during the week
459,Whitefish Mountain Resort,America, United States,1361,2078,91.0,18.0,46.0,27.0,,14.0,85.0, 2021-12-04,2022-04-18, early December,early April, 09:00,16:00
460,Wolf Creek,America, United States,3139,3628,100.0,20.0,35.0,45.0,,8.0,80.0, 2021-10-30,2022-04-17, depending on snow conditions,early April, 08:30,16:00
461,Sugarbush,America, United States,452,1240,85.0,17.0,38.0,30.0,,15.0,119.0,,, late November,late March, 09:00,16:00
462,Angel Fire,America, United States,2591,3256,75.0,40.0,28.0,7.0,,5.0,79.0,,, early December,late April, 09:00,16:00
463,Sugarloaf,America, United States,426,1286,87.0,20.0,30.0,37.0,,12.0,119.0, 2021-11-20,2022-04-24, late November,mid April, 08:00,15:50
464,Okemo,America, United States,348,1019,70.0,22.0,26.0,22.0,,14.0,119.0, 2021-11-25,2022-04-18, late November,early April, 09:00,16:00
465,Purgatory   Durango,America, United States,2680,3299,85.0,15.0,40.0,30.0,,10.0,89.0,,, late November,mid April, 09:00,16:00
466,Brighton,America, United States,2668,3200,66.0,10.0,18.0,38.0,,6.0,97.0,,, mid November,early May, 09:00,16:00
467,Mt. Baker,America, United States,1070,1525,100.0,24.0,45.0,31.0,,10.0,68.58, 2021-11-19,2022-05-01, early November,mid April, 09:00,15:30
468,Sugar Bowl,America, United States,2098,2555,70.0,11.9,31.5,26.6,,14.0,125.0,,, late November,early April, 09:00,16:00
469,Bolton Valley,America, United States,440,960,30.0,15.0,10.0,5.0,,6.0,84.0,,, early December,mid April, 09:00,16:00
470,Solitude,America, United States,2434,3000,64.0,20.0,30.0,14.0,,8.0,125.0, 2021-11-27,2022-04-24, mid November,mid April, 09:00,16:00
471,Jay Peak,America, United States,563,1175,76.0,15.0,31.0,30.0,,7.0,89.0,,,,mid April, 08:30,16:00
472,Brian Head,America, United States,2926,3328,71.0,22.0,24.0,25.0,,8.0,59.0,,, mid November,early April, 10:00,16:00
473,Bretton Woods,America, United States,488,945,56.0,25.0,16.0,15.0,,8.0,104.0,,, mid November,early April, 09:00,16:00
474,Bear Valley,America, United States,2011,2590,67.0,17.0,27.0,23.0,,8.0,99.0,,, mid December,early April, 09:00,16:00
475,Red Lodge Mountain,America, United States,2138,2870,65.0,11.0,30.0,24.0,,6.0,84.0,,, late November,early April, 09:00,16:00
476,Mount Snow,America, United States,585,1095,60.0,6.0,46.0,8.0,,15.0,110.0,,, late November,late April, 08:00,16:00Limited opening times during the week
477,"[""Smugglers' Notch""]",America, United States,314,1112,78.0,13.0,41.0,24.0,,8.0,90.0, 2021-11-25,2022-04-18, late November,late April, 09:00,16:00
478,49 Degrees North Mountain Resort,America, United States,1195,1760,68.0,20.0,27.0,21.0,,7.0,62.0,,,,mid April,,
479,Alyeska Resort   Girdwood,America, United States,70,840,62.0,14.0,31.0,17.0,,5.0,89.0, 2021-12-11,2022-04-24, late November,mid April, 10:30,16:00
480,Mt. Rose,America, United States,2407,2957,60.0,12.0,18.0,30.0,,6.0,145.0, 2021-11-20,2022-04-24, mid November,late April, 09:00,16:00
481,Bridger Bowl   Bozeman,America, United States,1860,2682,71.0,20.0,26.0,25.0,10.0,9.0,63.0, 2021-12-16,2022-04-03, early December,early May, 09:00,16:00
482,Gore Mountain,America, United States,304,1097,58.2,6.7,28.2,23.3,,12.0,94.0,,, late November,mid April, 08:30,16:00
483,Bogus Basin,America, United States,1767,2311,50.0,11.0,22.0,17.0,,7.0,64.0,,,,mid April, 10:00,22:00
484,Kirkwood,America, United States,2377,2987,65.0,15.0,30.0,20.0,,13.0,119.0, 2021-12-03,2022-04-18, late November,late September, 09:00,16:00
485,Crystal Mountain (WA),America, United States,1341,2137,50.0,8.0,27.0,15.0,,10.0,149.0, 2021-11-19,2022-05-15, mid November,early April, 09:00,16:00
486,Snowbasin,America, United States,1950,2850,48.0,5.0,28.0,15.0,,9.0,135.0,,, mid November,mid April, 09:00,16:00
487,Loon Mountain,America, United States,300,930,45.0,13.0,26.0,6.0,,10.0,104.0, 2021-11-20,2022-04-18, mid November,early April, 08:00,16:00Limited opening times during the week
488,Timberline,America, United States,1478,2603,31.0,8.0,15.0,8.0,,7.0,89.0, 2021-10-29,2022-09-04, early November,mid April, 09:00,16:00
489,Hunter Mountain,America, United States,487,975,55.0,18.0,18.0,19.0,,12.0,91.0,,,,early May, 08:30,16:00
490,Tamarack Resort,America, United States,1490,2347,42.0,12.0,20.0,10.0,,6.0,100.0, 2021-11-26,2022-04-03, early December,early April, 09:00,16:00
491,Arizona Snowbowl,America, United States,2804,3505,37.0,12.0,14.0,11.0,,6.0,99.0,,,,mid April, 09:00,16:00
492,Mt. Hood Skibowl,America, United States,1120,1510,65.0,15.0,15.0,35.0,,9.0,59.0,,, mid November,mid April, 09:00,22:00Limited opening times during the week
493,Holiday Valley,America, United States,457,685,48.0,16.0,13.0,19.0,,13.0,85.0,,,,early April, 08:30,22:00
494,Grand Targhee,America, United States,2310,3048,35.0,5.0,15.0,15.0,,4.0,110.0, 2021-11-19,2022-04-18, late November,early April, 09:00,16:00
495,Cannon Mountain,America, United States,599,1243,50.0,15.0,25.0,10.0,,11.0,79.0,,,,early April, 08:30,16:30
496,Stevens Pass,America, United States,1170,1750,39.0,6.0,18.0,15.0,20.0,10.0,100.0,,, early December,mid April, 09:00,22:00
497,Lutsen Mountains,America, United States,263,515,40.0,8.0,19.0,13.0,,7.0,84.0,,,,early April, 09:00,16:00Limited opening times during the week
498,Eldora Mountain,America, United States,2804,3292,52.0,11.0,26.0,15.0,,10.0,129.0,,, late November,early April, 09:00,16:00
499,Loveland,America, United States,3245,3871,93.0,12.0,38.0,43.0,,9.0,89.0, 2021-10-30,2022-05-08, early October,mid April, 09:00,16:00
500,Powderhorn,America, United States,2499,3000,38.0,5.0,15.0,18.0,,3.0,79.0,,, late November,early April, 10:00,17:00
501,Pico Mountain,America, United States,610,1209,30.4,5.4,14.0,11.0,,7.0,85.0,,, mid December,early April, 09:00,16:00
